Emotion,Time
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:42
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
neutral,2023-11-24 13:30:43
happy,2023-11-24 13:30:43
neutral,2023-11-24 13:30:43
neutral,2023-11-24 13:30:43
neutral,2023-11-24 13:30:44
neutral,2023-11-24 13:30:44
neutral,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:44
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
neutral,2023-11-24 13:30:45
neutral,2023-11-24 13:30:45
neutral,2023-11-24 13:30:45
neutral,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
happy,2023-11-24 13:30:45
neutral,2023-11-24 13:30:46
happy,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:46
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:47
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:48
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
neutral,2023-11-24 13:30:49
happy,2023-11-24 13:30:49
happy,2023-11-24 13:30:49
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
neutral,2023-11-24 13:30:50
neutral,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:50
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
happy,2023-11-24 13:30:51
angry,2023-11-24 13:30:51
angry,2023-11-24 13:30:51
sad,2023-11-24 13:30:51
sad,2023-11-24 13:30:51
angry,2023-11-24 13:30:52
angry,2023-11-24 13:30:52
surprise,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
happy,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:52
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:53
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
happy,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:54
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:55
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
neutral,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:56
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
neutral,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:57
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:58
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:30:59
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:00
happy,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
neutral,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
happy,2023-11-24 13:31:01
neutral,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
happy,2023-11-24 13:31:02
neutral,2023-11-24 13:31:02
